,week,rank,total_time_s,date.entered.year,date.entered.month,date.entered.day,date.entered.quarter,date.peaked.year,date.peaked.month,date.peaked.day,date.peaked.quarter,genre_Electronica,genre_Gospel,genre_Jazz,genre_Latin,genre_Pop,genre_R&B,genre_Rap,genre_Reggae,genre_Rock
3809,13,1,257,2000,6,17,2,2000,8,26,3,0,0,0,0,0,0,0,0,1
4126,14,2,257,2000,6,17,2,2000,8,26,3,0,0,0,0,0,0,0,0,1
4443,15,2,257,2000,6,17,2,2000,8,26,3,0,0,0,0,0,0,0,0,1
4760,16,3,257,2000,6,17,2,2000,8,26,3,0,0,0,0,0,0,0,0,1
5077,17,3,257,2000,6,17,2,2000,8,26,3,0,0,0,0,0,0,0,0,1
5394,18,7,257,2000,6,17,2,2000,8,26,3,0,0,0,0,0,0,0,0,1
5711,19,8,257,2000,6,17,2,2000,8,26,3,0,0,0,0,0,0,0,0,1
6028,20,20,257,2000,6,17,2,2000,8,26,3,0,0,0,0,0,0,0,0,1
6345,21,25,257,2000,6,17,2,2000,8,26,3,0,0,0,0,0,0,0,0,1
6662,22,37,257,2000,6,17,2,2000,8,26,3,0,0,0,0,0,0,0,0,1
6979,23,40,257,2000,6,17,2,2000,8,26,3,0,0,0,0,0,0,0,0,1
7296,24,41,257,2000,6,17,2,2000,8,26,3,0,0,0,0,0,0,0,0,1
6,1,83,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
323,2,83,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
640,3,44,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
957,4,38,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
1274,5,16,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
1591,6,13,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
1908,7,16,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
2225,8,16,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
2542,9,16,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
2859,10,18,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
3176,11,17,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
3493,12,14,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
3810,13,1,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
4127,14,1,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
4444,15,1,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
4761,16,2,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
5078,17,2,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
5395,18,3,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
5712,19,5,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
6029,20,5,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
6346,21,5,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
6663,22,7,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
6980,23,10,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
7297,24,13,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
7614,25,14,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
7931,26,18,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
8248,27,23,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
8565,28,23,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
8882,29,34,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
9199,30,37,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
9516,31,43,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
9833,32,47,271,1999,12,25,4,2000,3,18,1,0,0,0,0,0,0,0,0,1
7,1,63,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
324,2,45,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
641,3,34,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
958,4,23,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
1275,5,17,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
1592,6,12,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
1909,7,9,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
2226,8,8,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
2543,9,8,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
2860,10,6,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
3177,11,5,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
3494,12,4,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
3811,13,1,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
4128,14,1,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
4445,15,1,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
4762,16,3,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
5079,17,11,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
5396,18,14,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
5713,19,24,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
6030,20,28,216,2000,4,1,2,2000,6,24,2,0,0,0,1,0,0,0,0,0
8,1,77,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
325,2,66,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
642,3,61,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
959,4,61,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
1276,5,61,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
1593,6,55,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
1910,7,2,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
2227,8,1,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
2544,9,1,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
2861,10,2,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
3178,11,2,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
3495,12,4,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
3812,13,5,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
4129,14,5,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
4446,15,7,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
4763,16,8,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
5080,17,10,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
5397,18,10,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
5714,19,9,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
6031,20,14,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
6348,21,17,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
6665,22,20,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
6982,23,25,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
7299,24,31,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
7616,25,32,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
7933,26,46,232,2000,6,24,2,2000,8,12,3,0,0,0,0,0,0,0,0,1
9,1,81,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
326,2,54,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
643,3,44,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
960,4,39,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
1277,5,38,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
1594,6,33,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
1911,7,29,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
2228,8,29,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
2545,9,32,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
2862,10,27,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
3179,11,26,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
3496,12,24,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
3813,13,27,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
4130,14,32,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
4447,15,33,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
4764,16,35,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
5081,17,35,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
5398,18,40,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
5715,19,43,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
6032,20,50,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
9202,30,45,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
9519,31,45,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
9836,32,45,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
10153,33,23,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
10470,34,17,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
10787,35,14,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
11104,36,17,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
11421,37,18,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
11738,38,18,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
12055,39,3,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
12372,40,1,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
12689,41,1,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
13006,42,2,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
13323,43,3,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
13640,44,4,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
13957,45,4,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
14274,46,5,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
14591,47,6,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
14908,48,8,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
15225,49,9,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
15542,50,10,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
15859,51,12,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
16176,52,15,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
16493,53,20,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
16810,54,22,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
17127,55,22,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
17444,56,25,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
17761,57,26,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
18078,58,31,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
18395,59,32,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
18712,60,37,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
19029,61,42,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
19346,62,42,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
19663,63,45,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
19980,64,50,265,1999,6,5,2,2000,3,4,1,0,0,0,0,0,0,0,0,0
10,1,82,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
327,2,70,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
644,3,51,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
961,4,39,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
1278,5,26,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
1595,6,19,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
1912,7,15,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
2229,8,9,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
2546,9,7,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
2863,10,7,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
3180,11,5,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
3497,12,4,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
3814,13,1,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
4131,14,1,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
4448,15,3,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
4765,16,4,190,2000,5,6,2,2000,7,29,3,0,0,0,0,0,0,0,0,1
