,week,rank,total_time_s,date.entered.year,date.entered.month,date.entered.day,date.entered.quarter,date.peaked.year,date.peaked.month,date.peaked.day,date.peaked.quarter,genre_Electronica,genre_Gospel,genre_Jazz,genre_Latin,genre_Pop,genre_R&B,genre_Rap,genre_Reggae,genre_Rock
4121,0.2808434864496059,-1.727446409971888,-0.5974903471990206,0.4942235477423233,0.7417521743244496,0.7920874118497648,0.44593881921499867,0.0,1.269828005233972,0.31001444537445727,1.3481659624614326,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
4438,0.3919500845024126,-1.727446409971888,-0.5974903471990206,0.4942235477423233,0.7417521743244496,0.7920874118497648,0.44593881921499867,0.0,1.269828005233972,0.31001444537445727,1.3481659624614326,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
4755,0.5030566825552193,-1.727446409971888,-0.5974903471990206,0.4942235477423233,0.7417521743244496,0.7920874118497648,0.44593881921499867,0.0,1.269828005233972,0.31001444537445727,1.3481659624614326,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
5072,0.6141632806080259,-1.727446409971888,-0.5974903471990206,0.4942235477423233,0.7417521743244496,0.7920874118497648,0.44593881921499867,0.0,1.269828005233972,0.31001444537445727,1.3481659624614326,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
5389,0.7252698786608327,-1.727446409971888,-0.5974903471990206,0.4942235477423233,0.7417521743244496,0.7920874118497648,0.44593881921499867,0.0,1.269828005233972,0.31001444537445727,1.3481659624614326,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
5706,0.8363764767136393,-1.727446409971888,-0.5974903471990206,0.4942235477423233,0.7417521743244496,0.7920874118497648,0.44593881921499867,0.0,1.269828005233972,0.31001444537445727,1.3481659624614326,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
6023,0.9474830747664461,-1.6929270066577264,-0.5974903471990206,0.4942235477423233,0.7417521743244496,0.7920874118497648,0.44593881921499867,0.0,1.269828005233972,0.31001444537445727,1.3481659624614326,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
6340,1.0585896728192528,-1.6584076033435649,-0.5974903471990206,0.4942235477423233,0.7417521743244496,0.7920874118497648,0.44593881921499867,0.0,1.269828005233972,0.31001444537445727,1.3481659624614326,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
6657,1.1696962708720595,-1.520329990086919,-0.5974903471990206,0.4942235477423233,0.7417521743244496,0.7920874118497648,0.44593881921499867,0.0,1.269828005233972,0.31001444537445727,1.3481659624614326,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
6974,1.2808028689248663,-1.4167717801444344,-0.5974903471990206,0.4942235477423233,0.7417521743244496,0.7920874118497648,0.44593881921499867,0.0,1.269828005233972,0.31001444537445727,1.3481659624614326,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
7291,1.3919094669776728,-1.3477329735161112,-0.5974903471990206,0.4942235477423233,0.7417521743244496,0.7920874118497648,0.44593881921499867,0.0,1.269828005233972,0.31001444537445727,1.3481659624614326,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
7608,1.5030160650304796,-1.2441747635736267,-0.5974903471990206,0.4942235477423233,0.7417521743244496,0.7920874118497648,0.44593881921499867,0.0,1.269828005233972,0.31001444537445727,1.3481659624614326,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
7925,1.6141226630832863,-1.0025389403744962,-0.5974903471990206,0.4942235477423233,0.7417521743244496,0.7920874118497648,0.44593881921499867,0.0,1.269828005233972,0.31001444537445727,1.3481659624614326,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
8242,1.725229261136093,-0.7609031171753655,-0.5974903471990206,0.4942235477423233,0.7417521743244496,0.7920874118497648,0.44593881921499867,0.0,1.269828005233972,0.31001444537445727,1.3481659624614326,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
8559,1.8363358591888996,-0.6918643105470424,-0.5974903471990206,0.4942235477423233,0.7417521743244496,0.7920874118497648,0.44593881921499867,0.0,1.269828005233972,0.31001444537445727,1.3481659624614326,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
1,-1.1635422882368813,-1.2441747635736267,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
318,-1.0524356901840746,-1.4858105867727573,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
635,-0.9413290921312679,-1.5548493934010803,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
952,-0.8302224940784612,-1.589368796715242,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
1269,-0.7191158960256545,-1.6929270066577264,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
1586,-0.6080092979728478,-1.6584076033435649,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
1903,-0.49690269992004105,-1.6929270066577264,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
2220,-0.38579610186723434,-1.6929270066577264,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
2537,-0.27468950381442764,-1.727446409971888,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
2854,-0.16358290576162096,-1.727446409971888,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
3171,-0.05247630770881425,-1.727446409971888,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
3488,0.058630290343992454,-1.727446409971888,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
3805,0.16973688839679915,-1.727446409971888,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
4122,0.2808434864496059,-1.727446409971888,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
4439,0.3919500845024126,-1.727446409971888,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
4756,0.5030566825552193,-1.727446409971888,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
5073,0.6141632806080259,-1.727446409971888,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
5390,0.7252698786608327,-1.727446409971888,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
5707,0.8363764767136393,-1.4858105867727573,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
6024,0.9474830747664461,-1.2441747635736267,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
6341,1.0585896728192528,-1.1060971503169807,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
6658,1.1696962708720595,-1.0370583436886576,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
6975,1.2808028689248663,-0.8644613271178501,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
7292,1.3919094669776728,-0.519267293976235,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
7609,1.5030160650304796,-0.10503445420629673,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
7926,1.6141226630832863,-0.13955385752045826,0.4036393484771056,0.4942235477423233,-1.3015858883386024,-0.4705641061988335,-1.3685826467820976,0.0,-0.6907674388746282,-0.825870607464377,-0.4582368972496072,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
2,-1.1635422882368813,0.6889118220194181,0.12832868216617085,-2.0233758682040857,1.0336576118477427,0.7920874118497648,1.353199552213547,0.0,-1.5310226292068856,1.559488003497175,-1.3614383271051271,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
319,-1.0524356901840746,-0.10503445420629673,0.12832868216617085,-2.0233758682040857,1.0336576118477427,0.7920874118497648,1.353199552213547,0.0,-1.5310226292068856,1.559488003497175,-1.3614383271051271,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
636,-0.9413290921312679,-0.2776314707771043,0.12832868216617085,-2.0233758682040857,1.0336576118477427,0.7920874118497648,1.353199552213547,0.0,-1.5310226292068856,1.559488003497175,-1.3614383271051271,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
953,-0.8302224940784612,-0.6918643105470424,0.12832868216617085,-2.0233758682040857,1.0336576118477427,0.7920874118497648,1.353199552213547,0.0,-1.5310226292068856,1.559488003497175,-1.3614383271051271,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
1270,-0.7191158960256545,-1.0715777470028192,0.12832868216617085,-2.0233758682040857,1.0336576118477427,0.7920874118497648,1.353199552213547,0.0,-1.5310226292068856,1.559488003497175,-1.3614383271051271,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
1587,-0.6080092979728478,-1.3132135702019498,0.12832868216617085,-2.0233758682040857,1.0336576118477427,0.7920874118497648,1.353199552213547,0.0,-1.5310226292068856,1.559488003497175,-1.3614383271051271,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
1904,-0.49690269992004105,-1.520329990086919,0.12832868216617085,-2.0233758682040857,1.0336576118477427,0.7920874118497648,1.353199552213547,0.0,-1.5310226292068856,1.559488003497175,-1.3614383271051271,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
2221,-0.38579610186723434,-1.5548493934010803,0.12832868216617085,-2.0233758682040857,1.0336576118477427,0.7920874118497648,1.353199552213547,0.0,-1.5310226292068856,1.559488003497175,-1.3614383271051271,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
2538,-0.27468950381442764,-1.6238882000294035,0.12832868216617085,-2.0233758682040857,1.0336576118477427,0.7920874118497648,1.353199552213547,0.0,-1.5310226292068856,1.559488003497175,-1.3614383271051271,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
2855,-0.16358290576162096,-1.6238882000294035,0.12832868216617085,-2.0233758682040857,1.0336576118477427,0.7920874118497648,1.353199552213547,0.0,-1.5310226292068856,1.559488003497175,-1.3614383271051271,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
3172,-0.05247630770881425,-1.6238882000294035,0.12832868216617085,-2.0233758682040857,1.0336576118477427,0.7920874118497648,1.353199552213547,0.0,-1.5310226292068856,1.559488003497175,-1.3614383271051271,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
3489,0.058630290343992454,-1.5548493934010803,0.12832868216617085,-2.0233758682040857,1.0336576118477427,0.7920874118497648,1.353199552213547,0.0,-1.5310226292068856,1.559488003497175,-1.3614383271051271,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
3806,0.16973688839679915,-1.6238882000294035,0.12832868216617085,-2.0233758682040857,1.0336576118477427,0.7920874118497648,1.353199552213547,0.0,-1.5310226292068856,1.559488003497175,-1.3614383271051271,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
4123,0.2808434864496059,-1.6929270066577264,0.12832868216617085,-2.0233758682040857,1.0336576118477427,0.7920874118497648,1.353199552213547,0.0,-1.5310226292068856,1.559488003497175,-1.3614383271051271,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
4440,0.3919500845024126,-1.727446409971888,0.12832868216617085,-2.0233758682040857,1.0336576118477427,0.7920874118497648,1.353199552213547,0.0,-1.5310226292068856,1.559488003497175,-1.3614383271051271,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
4757,0.5030566825552193,-1.727446409971888,0.12832868216617085,-2.0233758682040857,1.0336576118477427,0.7920874118497648,1.353199552213547,0.0,-1.5310226292068856,1.559488003497175,-1.3614383271051271,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
5074,0.6141632806080259,-1.727446409971888,0.12832868216617085,-2.0233758682040857,1.0336576118477427,0.7920874118497648,1.353199552213547,0.0,-1.5310226292068856,1.559488003497175,-1.3614383271051271,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
5391,0.7252698786608327,-1.6929270066577264,0.12832868216617085,-2.0233758682040857,1.0336576118477427,0.7920874118497648,1.353199552213547,0.0,-1.5310226292068856,1.559488003497175,-1.3614383271051271,-0.11726446574911564,-0.06149917284168789,-0.03070606667489394,-0.18354934015854907,-0.16276949448513037,-0.2274068808089827,-0.43298041040465496,-0.0532346842555102,1.0255717667634836
